"date_time","price","quantity","symbol"
"Tue, 14 Aug 2018 15:29:59 GMT",2088.05545,-31,"HDFCBANK"
"Tue, 21 Aug 2018 15:29:59 GMT",1247.07615,-3,"DIVISLAB"
"Tue, 28 Aug 2018 15:29:59 GMT",1280.25955,-1,"DIVISLAB"
"Tue, 04 Sep 2018 15:29:59 GMT",1263.018175,-1,"DIVISLAB"
"Tue, 04 Sep 2018 15:29:59 GMT",2747.67315,1,"BAJFINANCE"
"Tue, 04 Sep 2018 15:29:59 GMT",2052.8259,33,"HDFCBANK"
"Tue, 11 Sep 2018 15:29:59 GMT",2599.449625,-25,"BAJFINANCE"
"Tue, 11 Sep 2018 15:29:59 GMT",1237.08115,-1,"RELIANCE"
"Tue, 11 Sep 2018 15:29:59 GMT",1999.3998,-33,"HDFCBANK"
"Tue, 18 Sep 2018 15:29:59 GMT",1379.1101,-3,"DIVISLAB"
"Tue, 18 Sep 2018 15:29:59 GMT",1217.758575,1,"RELIANCE"
"Wed, 03 Oct 2018 15:29:59 GMT",2032.165575,33,"HDFCBANK"
"Tue, 09 Oct 2018 15:29:59 GMT",1089.504975,-56,"RELIANCE"
"Tue, 09 Oct 2018 15:29:59 GMT",1939.6297,-33,"HDFCBANK"
"Tue, 16 Oct 2018 15:29:59 GMT",2310.004425,28,"BAJFINANCE"
"Tue, 16 Oct 2018 15:29:59 GMT",1164.3819,57,"RELIANCE"
"Tue, 16 Oct 2018 15:29:59 GMT",1993.746375,32,"HDFCBANK"
"Tue, 23 Oct 2018 15:29:59 GMT",1249.07515,-2,"DIVISLAB"
"Tue, 23 Oct 2018 15:29:59 GMT",1054.17265,-57,"RELIANCE"
"Tue, 23 Oct 2018 15:29:59 GMT",2084.391675,1,"BAJFINANCE"
"Tue, 30 Oct 2018 15:29:59 GMT",1485.007125,-3,"DIVISLAB"
"Tue, 30 Oct 2018 15:29:59 GMT",1911.793625,-32,"HDFCBANK"
"Tue, 30 Oct 2018 15:29:59 GMT",2355.171825,-1,"BAJFINANCE"
"Tue, 06 Nov 2018 15:29:59 GMT",1477.0611,-1,"DIVISLAB"
"Tue, 06 Nov 2018 15:29:59 GMT",1104.65205,60,"RELIANCE"
"Tue, 06 Nov 2018 15:29:59 GMT",1947.523275,33,"HDFCBANK"
"Tue, 13 Nov 2018 15:29:59 GMT",1529.8347,-2,"DIVISLAB"
"Tue, 13 Nov 2018 15:29:59 GMT",1926.786125,-33,"HDFCBANK"
"Tue, 20 Nov 2018 15:29:59 GMT",1136.8313,-1,"RELIANCE"
"Tue, 20 Nov 2018 15:29:59 GMT",2013.456225,33,"HDFCBANK"
"Tue, 27 Nov 2018 15:29:59 GMT",1523.911575,1,"DIVISLAB"
"Tue, 04 Dec 2018 15:29:59 GMT",1493.84655,2,"DIVISLAB"
"Tue, 11 Dec 2018 15:29:59 GMT",1477.310975,-1,"DIVISLAB"
"Tue, 11 Dec 2018 15:29:59 GMT",1098.098775,1,"RELIANCE"
"Tue, 11 Dec 2018 15:29:59 GMT",2058.520225,-1,"HDFCBANK"
"Wed, 26 Dec 2018 15:29:59 GMT",1456.5279,1,"DIVISLAB"
"Wed, 26 Dec 2018 15:29:59 GMT",1098.899175,1,"RELIANCE"
"Wed, 26 Dec 2018 15:29:59 GMT",2566.1163,-1,"BAJFINANCE"
"Wed, 02 Jan 2019 15:29:59 GMT",2612.742975,-1,"BAJFINANCE"
"Tue, 15 Jan 2019 15:29:59 GMT",1521.4389,-1,"DIVISLAB"
"Tue, 15 Jan 2019 15:29:59 GMT",1129.085175,-61,"RELIANCE"
"Tue, 22 Jan 2019 15:29:59 GMT",1504.401825,1,"DIVISLAB"
"Tue, 22 Jan 2019 15:29:59 GMT",1235.767575,55,"RELIANCE"
"Tue, 29 Jan 2019 15:29:59 GMT",2514.292225,-26,"BAJFINANCE"
"Tue, 29 Jan 2019 15:29:59 GMT",2056.5712,-32,"HDFCBANK"
"Tue, 05 Feb 2019 15:29:59 GMT",2604.9018,26,"BAJFINANCE"
"Tue, 05 Feb 2019 15:29:59 GMT",1615.341925,-2,"DIVISLAB"
"Tue, 05 Feb 2019 15:29:59 GMT",1290.904225,-1,"RELIANCE"
"Tue, 05 Feb 2019 15:29:59 GMT",2115.107025,33,"HDFCBANK"
"Tue, 12 Feb 2019 15:29:59 GMT",1637.28095,-1,"DIVISLAB"
"Tue, 12 Feb 2019 15:29:59 GMT",1257.0282,1,"RELIANCE"
"Tue, 19 Feb 2019 15:29:59 GMT",2083.007975,-33,"HDFCBANK"
"Tue, 26 Feb 2019 15:29:59 GMT",2111.705325,32,"HDFCBANK"
"Tue, 05 Mar 2019 15:29:59 GMT",1662.86815,-1,"DIVISLAB"
"Tue, 05 Mar 2019 15:29:59 GMT",1237.031175,-55,"RELIANCE"
"Tue, 05 Mar 2019 15:29:59 GMT",2108.15355,1,"HDFCBANK"
"Tue, 12 Mar 2019 15:29:59 GMT",1332.015675,54,"RELIANCE"
"Tue, 19 Mar 2019 15:29:59 GMT",1696.848,1,"DIVISLAB"
